id,type,name,name_en,area,phone,fax,hours_weekly_range,hours,address,city,lat,lng,distance
879,2,Sucursal San Francisco,San Francisco Branch,PR,787-763-0088,787-767-0750,FALSE,LMMJVSD,"""San Francisco Shopping Center, Ave. De Diego 201, San Juan, PR""",San Juan,18.386574,-66.082034,54.08066658
880,2,Sucursal Humacao Este,Humacao Este Branch,PR,787-852-2066,787-993-6433,FALSE,LMMJVSD,"""Triumph Plaza, Lote 6, Carr. 3, Humacao, PR""",Humacao,18.147789,-65.817053,35.93923216
881,2,Sucursal Isla Verde,Isla Verde Branch,PR,787-726-8500,787-726-5740,FALSE,LMMJVSD,"""Ave. Baldorioty de Castro, Esq. Calle 6, Carolina, PR""",Carolina,18.443634,-66.027671,50.42304344
882,2,Sucursal Bayamon Oeste,Bayamon Oeste Branch,PR,787-780-5447,787-780-5357,FALSE,LMMJVSD,"""Bayamon Oeste Shopping Center, Carr. 2 Km. 14.8, Bayamon, PR""",Bayamon,18.408492,-66.187946,61.44023685
883,2,Sucursal El Señorial Shopping Center,El Señorial Shopping Center Branch,PR,(787) 751-4515,787-751-0128,FALSE,LMMJVSD,"""Ave. Winston Churchill 22, Esq. Parana, San Juan, PR""",San Juan,18.370016,-66.067907,53.08339233
884,2,Sucursal Ponce Towne Center,Ponce Towne Center Branch,PR,787-844-7200,787-993-6487,FALSE,LMMJVSD,"""Calle Maruca Local 3-A, Bo. Canas Carr. PR 2, Ponce, PR""",Ponce,17.997269,-66.636956,92.87612447
885,2,Sucursal Trujillo Alto Shopping Center,Trujillo Alto Shopping Center Branch,PR,787-755-1920,787-755-1616,FALSE,LMMJVSD,"""Carr. 181 Km. 3.5, Trujillo Alto, PR""",Trujillo Alto,18.370858,-66.016988,49.55890249
887,2,Sucursal Centro Medico,Centro Medico Branch,PR,787-753-8989,787-753-3821,FALSE,LMMJVSD,"""Hospital Centro Medico, Glorieta Central, Ave. Americo Miranda, Bo. Monacillos, San Juan, PR""",San Juan,18.395915,-66.073242,53.48486869
888,2,Sucursal Rio Hondo,Rio Hondo Branch,PR,787-261-1805,787-993-6447,FALSE,LMMJVSD,"""Rio Hondo Shopping Center, Ave. Comerio, Bayamon, PR""",Bayamon,18.421937,-66.163681,59.78186808
889,2,Sucursal Xtra Plaza Fajardo,Xtra Plaza Fajardo Branch,PR,787-860-5353,787-860-5353,FALSE,LMMJVSD,"""Plaza Fajardo Shopping Center, Carr. 3 Km. 42, Fajardo, PR""",Fajardo,18.333046,-65.652345,24.27158359
890,2,Sucursal Mayaguez Mall Sur,Mayaguez Mall Sur Branch,PR,787-834-2929,787-993-6436,FALSE,LMMJVSD,"""Centro Comercial Mayaguez Mall 975 Ave. Hostos, Suite 2000, Mayaguez, PR""",Mayaguez,18.156256,-67.145128,127.7560982
891,2,Sucursal Culebra,Culebra Branch,PR,787-742-3573,787-742-3573,FALSE,LMMJVSD,"""Calle Pedro Marquez 9, Culebra, PR""",Culebra,18.301739,-65.30226,0
892,2,Sucursal Palmas del Mar,Palmas del Mar Branch,PR,787-850-2705,787-850-3140,FALSE,LMMJVSD,"""Palmanova Plaza, Humacao, PR""",Humacao,18.082553,-65.799243,35.00287108
893,2,Sucursal Las Piedras,Las Piedras Branch,PR,787-733-8454,787-733-8525,FALSE,LMMJVSD,"""Carr. 183 Km. 21.1, Las Piedras, PR""",Las Piedras,18.176572,-65.873407,39.73353718
894,2,Sucursal Loiza,Loiza Branch,PR,787-876-3535,787-256-2540,FALSE,LMMJVSD,"""Calle San Patricio 64, Loiza, PR""",Loiza,18.432759,-65.879519,40.17060144
895,2,Sucursal Maunabo,Maunabo Branch,PR,787-861-5705,787-861-0903,FALSE,LMMJVSD,"""Calle Santiago Iglesia 1, Maunabo, PR""",Maunabo,18.007542,-65.899732,42.24464293
896,2,Sucursal Naguabo,Naguabo Branch,PR,787-874-2880,787-993-6471,FALSE,LMMJVSD,"""Calle Juan R. Garzot 19, Esq. Muñoz Rivera, Naguabo, PR""",Naguabo,18.211555,-65.73623,30.17831927
897,2,Sucursal Plaza del Yunque,Plaza del Yunque Branch,PR,787-887-3535,787-993-6439,FALSE,LMMJVSD,"""Carr. Estatal 3 Km. 22.2, Rio Grande, PR""",Rio Grande,18.378996,-65.792637,34.04730231
898,2,Sucursal Lajas,Lajas Branch,PR,787-808-0200,787-808-0225,FALSE,LMMJVSD,"""Calle 65 Infanteria 34, Lajas, PR""",Lajas,18.047297,-67.059474,121.9639826
899,2,Sucursal Ralph Food Warehouse Juncos,Ralph Food Warehouse Juncos Branch,PR,787-734-2444,787-993-6470,FALSE,LMMJVSD,"""Urb. Valencia 2, Calle Santiago, Fernandez 20, Juncos, PR""",Juncos,18.22593,-65.915981,42.57641135
900,2,Sucursal Plaza Del Sol,Plaza Del Sol Branch,PR,787-778-3190,787-281-4175,FALSE,LMMJVSD,"""Centro Comercial Plaza del Sol, Ave. West Main 725, Sierra Bayamon, Bayamon, PR""",Bayamon,18.406818,-66.164029,59.78280071
901,2,Sucursal Sabana Grande,Sabana Grande Branch,PR,787-873-6770,787-873-0033,FALSE,LMMJVSD,"""Ave. Vicente Quilichini 8, Sabana Grande, PR""",Sabana Grande,18.073545,-66.959379,114.9978682
902,2,Sucursal Caguas Pueblo,Caguas Pueblo Branch,PR,787-746-1951,787-743-7500,FALSE,LMMJVSD,"""Calle Muñoz Rivera 20, Esq. Ruiz Belvis, Caguas, PR""",Caguas,18.235404,-66.03564,50.84720035
903,2,Sucursal Guaynabo Las Cumbres,Guaynabo Las Cumbres Branch,PR,787-708-0555,787-287-6515,FALSE,LMMJVSD,"""Jardines Reales Shopping Center, Ave. Las Cumbres, Int. Juan Carlos de Borbon,Bo. Santa Rosa, Guaynabo, PR""",Guaynabo,18.362623,-66.119427,56.64394408
904,2,Sucursal Walmart Pda 18,Walmart Pda 18 Branch,PR,787-725-0500,787-725-9629,FALSE,LMMJVSD,"""Roberto H.Todd Ave. Parada 18 San Juan, PR""",San Juan,18.448008,-66.075994,53.7703415
906,2,Sucursal Supermax de Diego,Supermax de Diego Branch,PR,(787) 721-4083,787-721-4350,FALSE,LMMJVSD,"""114 Ave. de Diego, San Juan, PR""",San Juan,18.451341,-66.065032,53.02078822
908,2,Sucursal City View Plaza,City View Plaza Branch,PR,787-277-0448,787-749-9527,FALSE,LMMJVSD,"""Carr. 165 Km 1.2, Guaynabo, PR""",Guaynabo,18.417124,-66.108985,55.99068288
909,2,Sucursal Canovanas Outlet,Canovanas Outlet Branch,PR,787-256-9378,787-256-5270,FALSE,LMMJVSD,"""Canovanas Outlet, Carr. 3 Km.18.4, Canovanas, PR""",Canovanas,18.374595,-65.884637,40.40327884
910,2,Sucursal Walmart Cayey,Walmart Cayey Branch,PR,787-263-2044,787-263-2005,FALSE,LMMJVSD,"""Carr. 1 Km. 54.9, Bo. Montellano, Cayey, PR""",Cayey,18.115211,-66.158289,59.54788452
911,2,Sucursal Yabucoa Panoramica,Yabucoa Panoramica Branch,PR,787-266-2600,787-993-6435,FALSE,LMMJVSD,"""Carr. Ernesto Carrasquillo 561, Yabucoa, PR""",Yabucoa,18.044301,-65.867018,39.81853116
914,2,Sucursal Ralph Food Warehouse Bairoa,Ralph Food Warehouse Bairoa Branch,PR,787-747-8495,787-747-8492,FALSE,LMMJVSD,"""Marginal P-1 Calle 10, Bo. Bairoa, Caguas, PR""",Caguas,18.251728,-66.034693,50.76635938
915,2,Sucursal Altamira Center,Altamira Center Branch,PR,(787) 706-0042,787-706-0518,FALSE,LMMJVSD,"""Edif. Altamira, Ave. Martinez Nadal, Esq. Jesus T. Piñero, San Juan, PR""",San Juan,18.394337,-66.103722,55.59197035
916,2,Sucursal Los Colobos Shopping Center,Los Colobos Shopping Center Branch,PR,787-776-0159,787-776-0142,FALSE,LMMJVSD,"""Carr. 3 Km. 15.2, Bo. Canovanillas, Carolina, PR""",Carolina,18.37657,-65.919763,42.83669638
917,2,Sucursal Econo Manati,Econo Manati Branch,PR,787-854-3869,787-854-399,FALSE,LMMJVSD,"""Carr. 670 Km. 1.1, Cordova Davila, Manati, PR""",Manati,18.423649,-66.482965,81.87977832
918,2,Sucursal Walmart Caguas,Walmart Caguas Branch,PR,787-745-4591,787-745-4528,TRUE,LMMJVSD,"""Ave. Rafael Cordero, Int. PR 30, Caguas, PR""",Caguas,18.231795,-66.034104,50.74480801
919,2,Sucursal Plaza Los Prados,Plaza Los Prados Branch,PR,787-743-4111,787-281-4071,FALSE,LMMJVSD,"""Carr. PR 156 Km. 56.3, Caguas, PR""",Caguas,18.2339593,-66.058949,52.46262011
920,2,Sucursal Rexville Town Center,Rexville Town Center Branch,PR,787-279-2229,787-281-4183,FALSE,LMMJVSD,"""Rexville Town Center, 3011 Carr. 167 Km. 0.60 Bayamon, PR""",Bayamon,18.361435,-66.188974,61.4596783
921,2,Sucursal Señorial Center ,Señorial Center Branch,PR,787-766-3853,787-281-4184,FALSE,LMMJVSD,"""Ave. Lomas Verdes, Int. Carrs 177 y 52, San Juan, PR""",San Juan,18.368567,-66.073404,53.46251367
922,2,Sucursal Condado Centro,Condado Centro Branch,PR,787-721-5656,787-281-4181,FALSE,LMMJVSD,"""Ave. Ashford 1358, San Juan, PR""",San Juan,18.45511,-66.068674,53.2810338
923,2,Sucursal Aguadilla Mall,Aguadilla Mall Branch,PR,787-882-8100,787-882-8130,FALSE,LMMJVSD,"""Ave. Los Corazones, Carr. 2 Km. 126.5, Aguadilla, PR""",Aguadilla,18.425406,-67.149039,128.0090667
924,2,Sucursal Plaza Centro Sur,Plaza Centro Sur Branch,PR,787-745-8000,787-745-8115,FALSE,LMMJVSD,"""Plaza Centro II, 200 Rafael Cordero Ave. Ste. 151, Caguas, PR""",Caguas,18.247612,-66.025225,50.11410718
926,2,Sucursal Río Grande Pueblo,Río Grande Pueblo Branch,PR,787-887-2316,787-281-4249,FALSE,LMMJVSD,"""Villas de Rio Grande Shopping Center, Calle Pimental 99, Rio Grande, PR""",Rio Grande,18.3799,-65.834439,36.93937428
927,2,Sucursal Cabo Rojo La Hacienda,Cabo Rojo La Hacienda Branch,PR,787-255-5014,787-255-5050,FALSE,LMMJVSD,"""Carr. 100 Km 7.5, Bo. Miradero, Cabo Rojo, PR""",Cabo Rojo,18.088754,-67.156637,128.6266593
928,2,Sucursal Mayaguez Plaza,Mayaguez Plaza Branch,PR,787-831-9000,787-265-7780,FALSE,LMMJVSD,"""53 Calle de la Candelaria, Mayaguez, PR""",Mayaguez,18.201402,-67.139197,127.3112755
929,2,Sucursal Ponce Towne Center Sur,Ponce Towne Center Sur Branch,PR,787-812-8000,787-756-2216,FALSE,LMMJVSD,"""Centro Comercial Towne Center, Carr. 2 Km. 222.4, Ponce, PR""",Ponce,17.996481,-66.636989,92.880463
930,2,Sucursal San Juan Los Puertos,San Juan Los Puertos Branch,PR,787-289-8000,787-721-4028,FALSE,LMMJVSD,"""454 Comercio St., San Juan, PR""",San Juan,18.464803,-66.111412,56.25469658
932,2,Sucursal Plaza Dorada,Plaza Dorada Branch,PR,787-626-0272,,FALSE,LMMJVSD,"""Plaza Dorada Carr. 693 KM 8.5, Bo Higuillar Ave. Jesús Efrón, Dorado, PR""",Dorado,18.465441,-66.282711,68.09046232
933,2,Sucursal Plaza Guaynabo,Plaza Guaynabo Branch,PR,787-708-3535,,FALSE,LMMJVSD,"""Plaza Guaynabo Shopping Center, Expreso Martínez Nadal, Carr. #20, Guaynabo, PR""",Guaynabo,18.36896,-66.10972,55.97759456
936,2,Sucursal Toa Baja,Toa Baja Branch,PR,787-625-4636,,FALSE,LMMJVSD,"""Carretera #2, Km 18.6, Barrio Candelaria, Toa Baja, PR""",Toa Baja,18.404426,-66.223125,63.86938943
937,2,Sucursal Trujillo Alto Pueblo,Trujillo Alto Pueblo Branch,PR,,,FALSE,LMMJVSD,"""3 Calle Muñoz Rivera, Trujillo Alto, PR""",Trujillo Alto,18.382909,-66.008893,49.01358738
938,2,Sucursal Caparra Center,Caparra Center Branch,PR,787-474-6222,787-474-6890,FALSE,LMMJVSD,"""1451 Ave FD Roosevelt, San Juan, PR""",San Juan,18.374595,-65.962161,45.76819037
939,2,Sucursal Ponce El Monte ,Ponce El Monte Branch,PR,787-651-1501,787-999-9384,FALSE,LMMJVSD,"""Monte Town Center Carr. #14 Km 6.0, Ponce Ponce, PR""",Ponce,18.041693,-66.578181,88.70980806
943,3,Renta Diaria Carolina,Renta Diaria Carolina,PR,787-257-4848,787-769-3360,FALSE,LMMJVSD,"""1054 Av. Isla Verde, Carolina, PR""",Carolina,18.383396,-65.966018,46.0472398
944,3,Renta Diaria Hato Rey,Renta Diaria Hato Rey,PR,787-763-4848,787-769-3360,FALSE,LMMJVSD,"""Ave. Ponce de León #1530.3, San Juan, PR""",San Juan,18.428627,-66.058344,52.5101918
945,3,Centro Hipotecario Bayamón,Mortgage Center Bayamón,PR,787-785-4848,787-769-3360,FALSE,LMMJVSD,"""Sucursal BPPR Urb. Flamboyán Gardens, #300 Ave. Ramón Rodríguez, Bayamon, PR""",Bayamon,18.392003,-66.157584,59.31699665
946,3,Renta Diaria Caguas,Renta Diaria Caguas,PR,787-258-4848,787-769-3360,FALSE,LMMJVSD,"""Carretera #1, Km. 33.2, Bo. Bairoa, Caguas, PR""",Caguas,18.256982,-66.104336,55.58634976
947,3,Renta Diaria Mayagüez,Renta Diaria Mayagüez,PR,787-265-4848,787-769-3360,FALSE,LMMJVSD,"""Carretera #2, Km. 158, Hm. 6, Suite 6, Mayaguez, PR""",Mayaguez,18.212037,-67.146268,127.794977
948,3,Renta Diaria Ponce,Renta Diaria Ponce,PR,787-259-4848,787-769-3360,FALSE,LMMJVSD,"""Urb. Industrial, Los Caobos #6, Calle #1, Ponce, PR""",Ponce,18.000961,-66.519541,84.76989803
949,3,Popular Auto San Juan,Popular Auto San Juan,PR,787-751-4848,,FALSE,LMMJVSD,"""Edif. Popular Auto, 1504 Ave. Roosevelt, 4to. Piso, San Juan, PR""",San Juan,18.413262,-66.099512,55.32904918
950,3,Popular Auto Ponce,Popular Auto Ponce,PR,787-842-5000,,FALSE,LMMJVSD,"""2023 Blvd. Luis A. Ferré, Ponce, PR""",Ponce,18.003954,-66.629504,92.34471692
951,3,Popular Auto Isabela,Popular Auto Isabela,PR,787-830-4545,,FALSE,LMMJVSD,"""Carr. 2 KM 108.3 Bo. Cotto, Isabela, PR""",Isabela,18.479346,-66.988256,116.9267003
952,3,Centro Hipotecario Arecibo,Mortgage Center Arecibo,PR,787-879-9081,,FALSE,LMMJVSD,"""Galería del Norte III, Carr. #2 Km 81.3, Arecibo, PR""",Arecibo,18.481306,-66.764702,101.4554979
953,3,Centro Hipotecario Caguas,Mortgage Center Caguas,PR,787-653-4070,,FALSE,LMMJVSD,"""AB-1 Ave. Luis Muñoz Marín, Caguas, PR""",Caguas,18.246126,-66.024078,50.0360044
954,3,Centro Hipotecario Mayagüez Bechara,Mortgage Center Mayagüez Bechara,PR,787-806-1170,,FALSE,LMMJVSD,"""Edificio Bechara, 637 Ave. Santa Teresa Journet Sur, Mayaguez, PR""",Mayaguez,18.167116,-67.150345,128.1081582
955,3,Centro Hipotecario Ponce Rambla,Mortgage Center Ponce Rambla,PR,787-812-7730,,FALSE,LMMJVSD,"""Suite 111; La Rambla Plaza, Ave. Tito Castro, Carr. #14, Ponce, PR""",Ponce,18.025585,-66.59884,90.17448368
956,1,ATM San Juan 1,San Juan 1 ATM,PR,,,FALSE,LMMJVSD,"""Calle Tetuán 206, San Juan, PR""",San Juan,18.464067,-66.115255,56.51831092
957,1,ATM San Juan 2,San Juan 2 ATM,PR,,,FALSE,LMMJVSD,"""Calle Tetuán 206, San Juan, PR""",San Juan,18.464067,-66.115255,56.51831092
958,1,ATM Carolina Highway 1,Carolina Highway 1 ATM,PR,,,FALSE,LMMJVSD,"""Ave. 65 de Infanteria Esq. Calle Ignacio Arzuaga Km. 10.3, Carolina, PR""",Carolina,18.38078,-65.962161,45.77659438
959,1,ATM Carolina Highway 2,Carolina Highway 2 ATM,PR,,,FALSE,LMMJVSD,"""Ave. 65 de Infanteria Esq. Calle Ignacio Arzuaga Km. 10.4, Carolina, PR""",Carolina,18.38078,-65.962161,45.77659438
960,1,ATM Cupey Center Branch 2,Cupey Center Branch 2 ATM,PR,,,FALSE,LMMJVSD,"""Carr 176, Km 1.2, San Juan, PR""",San Juan,18.380399,-66.055003,52.20185575
961,1,ATM Calle Loiza 1,Calle Loiza 1 ATM,PR,,,FALSE,LMMJVSD,"""Cale Loiza 1812, San Juan, PR""",San Juan,18.451288,-66.058589,52.57575005
963,1,ATM Plaza Las Americas 1,Plaza Las Americas 1  ATM,PR,,,FALSE,LMMJVSD,"""525 Ave. Roosevelt, Plaza Las Americas, Primer Nivel, San Juan, PR""",San Juan,18.422582,-66.073194,53.52523742
964,1,ATM Plaza Las Americas 2,Plaza Las Americas 2 ATM,PR,,,FALSE,LMMJVSD,"""525 Ave. Roosevelt, Plaza Las Americas, Primer Nivel, San Juan, PR""",San Juan,18.422582,-66.073194,53.52523742
965,1,ATM Plaza Las Americas 3,Plaza Las Americas 3 ATM,PR,,,FALSE,LMMJVSD,"""525 Ave. Roosevelt, Plaza Las Americas, Primer Nivel, San Juan, PR""",San Juan,18.422582,-66.073194,53.52523742
966,1,ATM Plaza Las Americas 4,Plaza Las Americas 4 ATM,PR,,,FALSE,LMMJVSD,"""525 Ave. Roosevelt, Plaza Las Americas, Primer Nivel, San Juan, PR""",San Juan,18.422582,-66.073194,53.52523742
967,1,ATM Plaza Las Americas 5,Plaza Las Americas 5 ATM,PR,,,FALSE,LMMJVSD,"""525 Ave. Roosevelt, Plaza Las Americas, Primer Nivel, San Juan, PR""",San Juan,18.422582,-66.073194,53.52523742
969,1,ATM Parada 22 - 1,Stop 22 - 1 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce de Leon 1500, Pda. 22, San Juan, PR""",San Juan,18.446004,-66.068356,53.23832306
970,1,ATM Parada 22 - 2,Stop 22 - 2 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce de Leon 1500, Pda. 22, San Juan, PR""",San Juan,18.446004,-66.068356,53.23832306
971,1,ATM Barrio Obrero 1,Barrio Obrero 1 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Borinquen 2250, Bo. Obrero, Santurce, San Juan, PR""",San Juan,18.435076,-66.04802,51.80986313
972,1,ATM Barrio Obrero 2,Barrio Obrero 2 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Borinquen 2250, Bo. Obrero, Santurce, San Juan, PR""",San Juan,18.435076,-66.04802,51.80986313
973,1,ATM Miramar,Miramar ATM,PR,,,FALSE,LMMJVSD,"""Edif. Centro de Seguros, Ave. Ponce de Leon 701, San Juan, PR""",San Juan,18.456071,-66.083322,54.29471462
974,1,ATM Buchanan,Buchanan ATM,PR,,,FALSE,LMMJVSD,"""Edif. 501 South Health Clinic, Fort Buchanan, San Juan, PR""",San Juan,18.413093,-66.12051,56.78127819
975,1,ATM Parada 26,Stop 26 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce de Leon 1900, Pda. 26, San Juan, PR""",San Juan,18.438235,-66.059943,52.64032405
976,1,ATM Puerto Nuevo 1,Puerto Nuevo 1 ATM,PR,,,FALSE,LMMJVSD,"""301 Ave. De Diego, Esq. Ave. Roosevelt, San Juan, PR""",San Juan,18.413459,-66.089117,54.610371
977,1,ATM Puerto Nuevo 2,Puerto Nuevo 2 ATM,PR,,,FALSE,LMMJVSD,"""301 Ave. De Diego, Esq. Ave. Roosevelt, San Juan, PR""",San Juan,18.413459,-66.089117,54.610371
978,1,ATM Puerto Nuevo 3,Puerto Nuevo 3 ATM,PR,,,FALSE,LMMJVSD,"""301 Ave. De Diego, Esq. Ave. Roosevelt, San Juan, PR""",San Juan,18.413459,-66.089117,54.610371
979,1,ATM Wall Popular Center 1,Wall Popular Center 1 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce De Leon 208, Ave. Muñoz Rivera 209, San Juan, PR""",San Juan,18.427777,-66.058435,52.51481164
980,1,ATM Wall Popular Center 2,Wall Popular Center 2 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce De Leon 208, Ave. Muñoz Rivera 209, San Juan, PR""",San Juan,18.427777,-66.058435,52.51481164
981,1,ATM Wall Popular Center 3,Wall Popular Center 3 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce De Leon 208, Ave. Muñoz Rivera 209, San Juan, PR""",San Juan,18.427777,-66.058435,52.51481164
982,1,ATM Wall Popular Center 4,Wall Popular Center 4 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce De Leon 208, Ave. Muñoz Rivera 209, San Juan, PR""",San Juan,18.427777,-66.058435,52.51481164
983,1,ATM Plaza Del Mercado Río Piedras,Plaza Del Mercado Río Piedras ATM,PR,,,FALSE,LMMJVSD,"""Calle de Diego 155, San Juan, PR""",San Juan,18.398564,-66.050279,51.89992148
984,1,ATM Universidad de PR Río Piedras,University of PR Río Piedras ATM,PR,,,FALSE,LMMJVSD,"""Recinto de Rio Piedras, Edif. Janer, Ave. Ponce de Leon, San Juan, PR""",San Juan,18.403214,-66.049988,51.88704017
985,1,ATM Parada 34 - 1,Stop 34 - 1 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce de Leon 526, Esq. Calle Guayama, San Juan, PR""",San Juan,18.415788,-66.055697,52.30311597
986,1,ATM Parada 34 - 2,Stop 34 - 2 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Ponce de Leon 526, Esq. Calle Guayama, San Juan, PR""",San Juan,18.415788,-66.055697,52.30311597
987,1,ATM San Jose 1,San Jose 1  ATM,PR,,,FALSE,LMMJVSD,"""Calle Alda 1565, Urb. El Caribe, San Juan, PR""",San Juan,18.383895,-66.066768,53.02058814
988,1,ATM San Jose 2,San Jose 2 ATM,PR,,,FALSE,LMMJVSD,"""Calle Alda 1565, Urb. El Caribe, San Juan, PR""",San Juan,18.383895,-66.066768,53.02058814
989,1,ATM Trujillo Alto,Trujillo Alto ATM,PR,,,FALSE,LMMJVSD,"""Calle Muñoz Rivera 3, Trujillo Alto, PR""",Trujillo Alto,18.356232,-66.005822,48.77072906
990,1,ATM Barbosa 1,Barbosa 1 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Barbosa 618, Esq. Calle Mayaguez, San Juan, PR""",San Juan,18.244221,-66.23734,64.80807622
991,1,ATM Barbosa 2,Barbosa 2 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Barbosa 618, Esq. Calle Mayaguez, San Juan, PR""",San Juan,18.244221,-66.23734,64.80807622
992,1,ATM Parque Escorial 1,Parque Escorial 1 ATM,PR,,,FALSE,LMMJVSD,"""Centro Comercial Parque Escorial, 65 de Infanteria Km. 5, Carolina, PR""",Carolina,18.394474,-66.000264,48.43338291
993,1,ATM Parque Escorial 2,Parque Escorial 2 ATM,PR,,,FALSE,LMMJVSD,"""Centro Comercial Parque Escorial, 65 de Infanteria Km. 5, Carolina, PR""",Carolina,18.394474,-66.000264,48.43338291
994,1,ATM Parque Escorial 3,Parque Escorial 3 ATM,PR,,,FALSE,LMMJVSD,"""Centro Comercial Parque Escorial, 65 de Infanteria Km. 5, Carolina, PR""",Carolina,18.394474,-66.000264,48.43338291
995,1,ATM Las Catalinas 1,Las Catalinas 1 ATM,PR,,,FALSE,LMMJVSD,"""Las Catalinas Mall, Bo. Bairoa Carr. 156 Km. 0.2, Caguas, PR""",Caguas,18.240689,-66.038227,51.02093385
996,1,ATM Las Catalinas 2,Las Catalinas 2 ATM,PR,,,FALSE,LMMJVSD,"""Las Catalinas Mall, Bo. Bairoa Carr. 156 Km. 0.2, Caguas, PR""",Caguas,18.240689,-66.038227,51.02093385
997,1,ATM Las Catalinas 3,Las Catalinas 3 ATM,PR,,,FALSE,LMMJVSD,"""Las Catalinas Mall, Bo. Bairoa Carr. 156 Km. 0.2, Caguas, PR""",Caguas,18.240689,-66.038227,51.02093385
998,1,ATM San Lorenzo 1,San Lorenzo 1  ATM,PR,,,FALSE,LMMJVSD,"""Carrretera 183 KM 10.3 Bo. Hato, San Lorenzo, San Lorenzo, PR""",San Lorenzo,18.1788469,-65.9701639,46.40857305
999,1,ATM San Lorenzo 2,San Lorenzo 2  ATM,PR,,,FALSE,LMMJVSD,"""Carrretera 183 KM 10.3 Bo. Hato, San Lorenzo, San Lorenzo, PR""",San Lorenzo,18.1788469,-65.9701639,46.40857305
1000,1,ATM San Lorenzo 3,San Lorenzo 3 ATM,PR,,,FALSE,LMMJVSD,"""Carrretera 183 KM 10.3 Bo. Hato, San Lorenzo, San Lorenzo, PR""",San Lorenzo,18.1788469,-65.9701639,46.40857305
1001,1,ATM Cidra 1,Cidra 1 ATM,PR,,,FALSE,LMMJVSD,"""60 Calle Barcelo, Esq. Jaime Bonet, Cidra, PR""",Cidra,18.176493,-66.159351,59.4908217
1002,1,ATM Cidra 2,Cidra 2 ATM,PR,,,FALSE,LMMJVSD,"""60 Calle Barcelo, Esq. Jaime Bonet, Cidra, PR""",Cidra,18.176493,-66.159351,59.4908217
1003,1,ATM Gurabo,Gurabo ATM,PR,,,FALSE,LMMJVSD,"""Calle Andres Aruz Rivera 250-E, Gurabo, PR""",Gurabo,18.254018,-65.968563,46.1844449
1004,1,ATM Aguas Buenas,Aguas Buenas ATM,PR,,,FALSE,LMMJVSD,"""Calle Muñoz Rivera 20, Aguas Buenas, PR""",Aguas Buenas,18.256558,-66.10308,55.49962699
1005,1,ATM San Alfonso 1,San Alfonso 1 ATM,PR,,,FALSE,LMMJVSD,"""Plaza San Alfonso Carr. 1  Ave. Degetau, Esq. Gautier Benitez, Caguas, PR""",Caguas,18.222874,-66.040096,51.17024335
1006,1,ATM San Alfonso 2,San Alfonso 2 ATM,PR,,,FALSE,LMMJVSD,"""Plaza San Alfonso Carr. 1  Ave. Degetau, Esq. Gautier Benitez, Caguas, PR""",Caguas,18.222874,-66.040096,51.17024335
1007,1,ATM Cayey Montellano 1,Cayey Montellano 1 ATM,PR,,,FALSE,LMMJVSD,"""Carr. 1 Km. 56.6, Bo. Montellanos, Cayey, PR""",Cayey,18.116082,-66.146614,58.7400799
1008,1,ATM Cayey Montellano 2,Cayey Montellano 2 ATM,PR,,,FALSE,LMMJVSD,"""Carr. 1 Km. 56.6, Bo. Montellanos, Cayey, PR""",Cayey,18.116082,-66.146614,58.7400799
1009,1,ATM Cayey Montellano 3,Cayey Montellano 3 ATM,PR,,,FALSE,LMMJVSD,"""Carr. 1 Km. 56.6, Bo. Montellanos, Cayey, PR""",Cayey,18.116082,-66.146614,58.7400799
1010,1,ATM Condadito CE,Condadito CE ATM,PR,,,FALSE,LMMJVSD,"""Calle Amapola 14, Urb. Condadito, Caguas, PR""",Caguas,18.236953,-66.026443,50.20876984
1011,1,ATM Lomas Verdes 1,Lomas Verdes 1 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Lomas Verdes Sur, Urb. Royal Palm 1-A-100, Bayamon, PR""",Bayamon,18.382771,-66.144535,58.40273253
1012,1,ATM Lomas Verdes 2,Lomas Verdes 2 ATM,PR,,,FALSE,LMMJVSD,"""Ave. Lomas Verdes Sur, Urb. Royal Palm 1-A-100, Bayamon, PR""",Bayamon,18.382771,-66.144535,58.40273253
1013,1,ATM Bayamon Center 1,Bayamon Center 1 ATM,PR,,,FALSE,LMMJVSD,"""Edif. 300, Ave. Ramon Rodriguez, Urb. Flamboyan Gardens, Bayamon, PR""",Bayamon,18.391952,-66.157788,59.33105481
